Project,cas_number,Link,nGenes,Chemical_ID,concentration,concentration_unit,Condition,project_name
HepG2,115-96-8,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=115-96-8&stat=gene_expression,33,3151.0,2.5,uM,WT,Human Hepg2 cell lines
HepG2,115-96-8,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=115-96-8&stat=gene_expression,43,3151.0,20.0,uM,WT,Human Hepg2 cell lines
HepG2,115-96-8,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=115-96-8&stat=gene_expression,71,3151.0,40.0,uM,WT,Human Hepg2 cell lines
HepG2,115-96-8,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=115-96-8&stat=gene_expression,34,3151.0,5.0,uM,WT,Human Hepg2 cell lines
HepG2,1156-19-0,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=1156-19-0&stat=gene_expression,44,3055.0,1.25,uM,WT,Human Hepg2 cell lines
HepG2,1156-19-0,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=1156-19-0&stat=gene_expression,72,3055.0,10.0,uM,WT,Human Hepg2 cell lines
HepG2,1156-19-0,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=1156-19-0&stat=gene_expression,47,3055.0,2.5,uM,WT,Human Hepg2 cell lines
HepG2,1156-19-0,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=1156-19-0&stat=gene_expression,63,3055.0,20.0,uM,WT,Human Hepg2 cell lines
HepG2,1156-19-0,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=1156-19-0&stat=gene_expression,60,3055.0,40.0,uM,WT,Human Hepg2 cell lines
HepG2,1156-19-0,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=1156-19-0&stat=gene_expression,33,3055.0,5.0,uM,WT,Human Hepg2 cell lines
HepG2,116-06-3,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=116-06-3&stat=gene_expression,40,998.0,0.625,uM,WT,Human Hepg2 cell lines
HepG2,116-06-3,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=116-06-3&stat=gene_expression,48,998.0,1.25,uM,WT,Human Hepg2 cell lines
HepG2,116-06-3,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=116-06-3&stat=gene_expression,36,998.0,10.0,uM,WT,Human Hepg2 cell lines
HepG2,116-06-3,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=116-06-3&stat=gene_expression,39,998.0,2.5,uM,WT,Human Hepg2 cell lines
HepG2,116-06-3,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=116-06-3&stat=gene_expression,40,998.0,20.0,uM,WT,Human Hepg2 cell lines
HepG2,116-06-3,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=116-06-3&stat=gene_expression,46,998.0,5.0,uM,WT,Human Hepg2 cell lines
HepG2,117-79-3,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=117-79-3&stat=gene_expression,168,363.0,1.25,uM,WT,Human Hepg2 cell lines
HepG2,117-79-3,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=117-79-3&stat=gene_expression,161,363.0,10.0,uM,WT,Human Hepg2 cell lines
HepG2,117-79-3,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=117-79-3&stat=gene_expression,65,363.0,2.5,uM,WT,Human Hepg2 cell lines
HepG2,117-79-3,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=117-79-3&stat=gene_expression,67,363.0,20.0,uM,WT,Human Hepg2 cell lines
HepG2,117-79-3,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=117-79-3&stat=gene_expression,120,363.0,40.0,uM,WT,Human Hepg2 cell lines
HepG2,117-79-3,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=117-79-3&stat=gene_expression,217,363.0,5.0,uM,WT,Human Hepg2 cell lines
HepG2,117-81-7,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=117-81-7&stat=gene_expression,42,1603.0,1.25,uM,WT,Human Hepg2 cell lines
HepG2,117-81-7,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=117-81-7&stat=gene_expression,35,1603.0,10.0,uM,WT,Human Hepg2 cell lines
HepG2,117-81-7,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=117-81-7&stat=gene_expression,84,1603.0,2.5,uM,WT,Human Hepg2 cell lines
HepG2,117-81-7,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=117-81-7&stat=gene_expression,70,1603.0,20.0,uM,WT,Human Hepg2 cell lines
HepG2,117-81-7,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=117-81-7&stat=gene_expression,33,1603.0,40.0,uM,WT,Human Hepg2 cell lines
HepG2,117-81-7,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=117-81-7&stat=gene_expression,111,1603.0,5.0,uM,WT,Human Hepg2 cell lines
HepG2,118-74-1,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=118-74-1&stat=gene_expression,55,10085.0,0.0625,uM,WT,Human Hepg2 cell lines
HepG2,118-74-1,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=118-74-1&stat=gene_expression,52,10085.0,0.125,uM,WT,Human Hepg2 cell lines
HepG2,118-74-1,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=118-74-1&stat=gene_expression,76,10085.0,0.25,uM,WT,Human Hepg2 cell lines
HepG2,118-74-1,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=118-74-1&stat=gene_expression,90,10085.0,0.625,uM,WT,Human Hepg2 cell lines
HepG2,118-74-1,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=118-74-1&stat=gene_expression,51,10085.0,1.25,uM,WT,Human Hepg2 cell lines
HepG2,118-74-1,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=118-74-1&stat=gene_expression,75,10085.0,2.5,uM,WT,Human Hepg2 cell lines
HepG2,120-61-6,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=120-61-6&stat=gene_expression,32,1677.0,1.25,uM,WT,Human Hepg2 cell lines
HepG2,120-61-6,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=120-61-6&stat=gene_expression,37,1677.0,10.0,uM,WT,Human Hepg2 cell lines
HepG2,120-61-6,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=120-61-6&stat=gene_expression,39,1677.0,2.5,uM,WT,Human Hepg2 cell lines
HepG2,120-61-6,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=120-61-6&stat=gene_expression,70,1677.0,20.0,uM,WT,Human Hepg2 cell lines
HepG2,120-61-6,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=120-61-6&stat=gene_expression,65,1677.0,40.0,uM,WT,Human Hepg2 cell lines
HepG2,120-61-6,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=120-61-6&stat=gene_expression,50,1677.0,5.0,uM,WT,Human Hepg2 cell lines
HepG2,120-71-8,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=120-71-8&stat=gene_expression,50,395.0,1.25,uM,WT,Human Hepg2 cell lines
HepG2,120-71-8,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=120-71-8&stat=gene_expression,63,395.0,10.0,uM,WT,Human Hepg2 cell lines
HepG2,120-71-8,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=120-71-8&stat=gene_expression,45,395.0,2.5,uM,WT,Human Hepg2 cell lines
HepG2,120-71-8,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=120-71-8&stat=gene_expression,905,395.0,20.0,uM,WT,Human Hepg2 cell lines
HepG2,120-71-8,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=120-71-8&stat=gene_expression,996,395.0,40.0,uM,WT,Human Hepg2 cell lines
HepG2,120-71-8,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=120-71-8&stat=gene_expression,77,395.0,5.0,uM,WT,Human Hepg2 cell lines
HepG2,120-83-2,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=120-83-2&stat=gene_expression,92,338.0,1.25,uM,WT,Human Hepg2 cell lines
HepG2,120-83-2,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=120-83-2&stat=gene_expression,55,338.0,10.0,uM,WT,Human Hepg2 cell lines
HepG2,120-83-2,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=120-83-2&stat=gene_expression,55,338.0,2.5,uM,WT,Human Hepg2 cell lines
HepG2,120-83-2,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=120-83-2&stat=gene_expression,74,338.0,20.0,uM,WT,Human Hepg2 cell lines
HepG2,120-83-2,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=120-83-2&stat=gene_expression,231,338.0,40.0,uM,WT,Human Hepg2 cell lines
HepG2,120-83-2,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=120-83-2&stat=gene_expression,45,338.0,5.0,uM,WT,Human Hepg2 cell lines
HepG2,121-14-2,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=121-14-2&stat=gene_expression,93,342.0,1.25,uM,WT,Human Hepg2 cell lines
HepG2,121-14-2,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=121-14-2&stat=gene_expression,67,342.0,10.0,uM,WT,Human Hepg2 cell lines
HepG2,121-14-2,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=121-14-2&stat=gene_expression,69,342.0,2.5,uM,WT,Human Hepg2 cell lines
HepG2,121-14-2,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=121-14-2&stat=gene_expression,79,342.0,20.0,uM,WT,Human Hepg2 cell lines
HepG2,121-14-2,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=121-14-2&stat=gene_expression,75,342.0,40.0,uM,WT,Human Hepg2 cell lines
HepG2,121-14-2,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=121-14-2&stat=gene_expression,54,342.0,5.0,uM,WT,Human Hepg2 cell lines
HepG2,121-75-5,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=121-75-5&stat=gene_expression,61,2104.0,0.625,uM,WT,Human Hepg2 cell lines
HepG2,121-75-5,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=121-75-5&stat=gene_expression,121,2104.0,1.25,uM,WT,Human Hepg2 cell lines
HepG2,121-75-5,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=121-75-5&stat=gene_expression,167,2104.0,10.0,uM,WT,Human Hepg2 cell lines
HepG2,121-75-5,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=121-75-5&stat=gene_expression,62,2104.0,2.5,uM,WT,Human Hepg2 cell lines
HepG2,121-75-5,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=121-75-5&stat=gene_expression,69,2104.0,20.0,uM,WT,Human Hepg2 cell lines
HepG2,121-75-5,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=121-75-5&stat=gene_expression,682,2104.0,5.0,uM,WT,Human Hepg2 cell lines
HepG2,121-79-9,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=121-79-9&stat=gene_expression,100,2723.0,1.25,uM,WT,Human Hepg2 cell lines
HepG2,121-79-9,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=121-79-9&stat=gene_expression,107,2723.0,10.0,uM,WT,Human Hepg2 cell lines
HepG2,121-79-9,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=121-79-9&stat=gene_expression,54,2723.0,2.5,uM,WT,Human Hepg2 cell lines
HepG2,121-79-9,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=121-79-9&stat=gene_expression,133,2723.0,20.0,uM,WT,Human Hepg2 cell lines
HepG2,121-79-9,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=121-79-9&stat=gene_expression,165,2723.0,40.0,uM,WT,Human Hepg2 cell lines
HepG2,121-79-9,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=121-79-9&stat=gene_expression,83,2723.0,5.0,uM,WT,Human Hepg2 cell lines
HepG2,122-66-7,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=122-66-7&stat=gene_expression,81,176.0,1.25,uM,WT,Human Hepg2 cell lines
HepG2,122-66-7,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=122-66-7&stat=gene_expression,47,176.0,10.0,uM,WT,Human Hepg2 cell lines
HepG2,122-66-7,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=122-66-7&stat=gene_expression,59,176.0,2.5,uM,WT,Human Hepg2 cell lines
HepG2,122-66-7,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=122-66-7&stat=gene_expression,41,176.0,20.0,uM,WT,Human Hepg2 cell lines
HepG2,122-66-7,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=122-66-7&stat=gene_expression,54,176.0,40.0,uM,WT,Human Hepg2 cell lines
HepG2,122-66-7,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=122-66-7&stat=gene_expression,43,176.0,5.0,uM,WT,Human Hepg2 cell lines
HepG2,123-33-1,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=123-33-1&stat=gene_expression,53,2105.0,1.25,uM,WT,Human Hepg2 cell lines
HepG2,123-33-1,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=123-33-1&stat=gene_expression,51,2105.0,10.0,uM,WT,Human Hepg2 cell lines
HepG2,123-33-1,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=123-33-1&stat=gene_expression,163,2105.0,2.5,uM,WT,Human Hepg2 cell lines
HepG2,123-33-1,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=123-33-1&stat=gene_expression,37,2105.0,20.0,uM,WT,Human Hepg2 cell lines
HepG2,123-33-1,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=123-33-1&stat=gene_expression,90,2105.0,40.0,uM,WT,Human Hepg2 cell lines
HepG2,123-33-1,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=123-33-1&stat=gene_expression,46,2105.0,5.0,uM,WT,Human Hepg2 cell lines
HepG2,124-64-1,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=124-64-1&stat=gene_expression,56,3004.0,1.25,uM,WT,Human Hepg2 cell lines
HepG2,124-64-1,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=124-64-1&stat=gene_expression,52,3004.0,10.0,uM,WT,Human Hepg2 cell lines
HepG2,124-64-1,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=124-64-1&stat=gene_expression,41,3004.0,2.5,uM,WT,Human Hepg2 cell lines
HepG2,124-64-1,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=124-64-1&stat=gene_expression,67,3004.0,20.0,uM,WT,Human Hepg2 cell lines
HepG2,124-64-1,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=124-64-1&stat=gene_expression,119,3004.0,40.0,uM,WT,Human Hepg2 cell lines
HepG2,124-64-1,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=124-64-1&stat=gene_expression,51,3004.0,5.0,uM,WT,Human Hepg2 cell lines
HepG2,124495-18-7,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=124495-18-7&stat=gene_expression,46,2752.0,0.625,uM,WT,Human Hepg2 cell lines
HepG2,124495-18-7,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=124495-18-7&stat=gene_expression,52,2752.0,1.25,uM,WT,Human Hepg2 cell lines
HepG2,124495-18-7,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=124495-18-7&stat=gene_expression,70,2752.0,10.0,uM,WT,Human Hepg2 cell lines
HepG2,124495-18-7,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=124495-18-7&stat=gene_expression,59,2752.0,2.5,uM,WT,Human Hepg2 cell lines
HepG2,124495-18-7,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=124495-18-7&stat=gene_expression,162,2752.0,20.0,uM,WT,Human Hepg2 cell lines
HepG2,124495-18-7,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=124495-18-7&stat=gene_expression,72,2752.0,5.0,uM,WT,Human Hepg2 cell lines
HepG2,126-73-8,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=126-73-8&stat=gene_expression,60,3102.0,1.25,uM,WT,Human Hepg2 cell lines
HepG2,126-73-8,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=126-73-8&stat=gene_expression,71,3102.0,10.0,uM,WT,Human Hepg2 cell lines
HepG2,126-73-8,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=126-73-8&stat=gene_expression,102,3102.0,2.5,uM,WT,Human Hepg2 cell lines
HepG2,126-73-8,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=126-73-8&stat=gene_expression,45,3102.0,20.0,uM,WT,Human Hepg2 cell lines
HepG2,126-73-8,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=126-73-8&stat=gene_expression,79,3102.0,40.0,uM,WT,Human Hepg2 cell lines
HepG2,126-73-8,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=126-73-8&stat=gene_expression,54,3102.0,5.0,uM,WT,Human Hepg2 cell lines
HepG2,131-17-9,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=131-17-9&stat=gene_expression,39,1606.0,1.25,uM,WT,Human Hepg2 cell lines
HepG2,131-17-9,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=131-17-9&stat=gene_expression,69,1606.0,10.0,uM,WT,Human Hepg2 cell lines
HepG2,131-17-9,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=131-17-9&stat=gene_expression,32,1606.0,2.5,uM,WT,Human Hepg2 cell lines
HepG2,131-17-9,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=131-17-9&stat=gene_expression,71,1606.0,20.0,uM,WT,Human Hepg2 cell lines
HepG2,131-17-9,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=131-17-9&stat=gene_expression,54,1606.0,40.0,uM,WT,Human Hepg2 cell lines
HepG2,131-17-9,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=131-17-9&stat=gene_expression,48,1606.0,5.0,uM,WT,Human Hepg2 cell lines
HepG2,1330-78-5,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=1330-78-5&stat=gene_expression,113,3114.0,1.25,uM,WT,Human Hepg2 cell lines
HepG2,1330-78-5,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=1330-78-5&stat=gene_expression,992,3114.0,10.0,uM,WT,Human Hepg2 cell lines
HepG2,1330-78-5,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=1330-78-5&stat=gene_expression,461,3114.0,2.5,uM,WT,Human Hepg2 cell lines
HepG2,1330-78-5,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=1330-78-5&stat=gene_expression,485,3114.0,20.0,uM,WT,Human Hepg2 cell lines
HepG2,1330-78-5,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=1330-78-5&stat=gene_expression,117,3114.0,40.0,uM,WT,Human Hepg2 cell lines
HepG2,1330-78-5,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=1330-78-5&stat=gene_expression,59,3114.0,5.0,uM,WT,Human Hepg2 cell lines
HepG2,134-62-3,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=134-62-3&stat=gene_expression,83,2406.0,1.25,uM,WT,Human Hepg2 cell lines
HepG2,134-62-3,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=134-62-3&stat=gene_expression,65,2406.0,10.0,uM,WT,Human Hepg2 cell lines
HepG2,134-62-3,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=134-62-3&stat=gene_expression,76,2406.0,2.5,uM,WT,Human Hepg2 cell lines
HepG2,134-62-3,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=134-62-3&stat=gene_expression,76,2406.0,20.0,uM,WT,Human Hepg2 cell lines
HepG2,134-62-3,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=134-62-3&stat=gene_expression,108,2406.0,40.0,uM,WT,Human Hepg2 cell lines
HepG2,134-62-3,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=134-62-3&stat=gene_expression,36,2406.0,5.0,uM,WT,Human Hepg2 cell lines
HepG2,135-88-6,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=135-88-6&stat=gene_expression,49,10476.0,1.25,uM,WT,Human Hepg2 cell lines
HepG2,135-88-6,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=135-88-6&stat=gene_expression,57,10476.0,10.0,uM,WT,Human Hepg2 cell lines
HepG2,135-88-6,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=135-88-6&stat=gene_expression,76,10476.0,2.5,uM,WT,Human Hepg2 cell lines
HepG2,135-88-6,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=135-88-6&stat=gene_expression,69,10476.0,20.0,uM,WT,Human Hepg2 cell lines
HepG2,135-88-6,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=135-88-6&stat=gene_expression,217,10476.0,40.0,uM,WT,Human Hepg2 cell lines
HepG2,135-88-6,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=135-88-6&stat=gene_expression,83,10476.0,5.0,uM,WT,Human Hepg2 cell lines
HepG2,136-77-6,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=136-77-6&stat=gene_expression,91,599.0,1.25,uM,WT,Human Hepg2 cell lines
HepG2,136-77-6,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=136-77-6&stat=gene_expression,44,599.0,10.0,uM,WT,Human Hepg2 cell lines
HepG2,136-77-6,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=136-77-6&stat=gene_expression,718,599.0,2.5,uM,WT,Human Hepg2 cell lines
HepG2,136-77-6,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=136-77-6&stat=gene_expression,164,599.0,20.0,uM,WT,Human Hepg2 cell lines
